user_id,session_count,avg_session_duration,feature_1_usage,feature_2_usage,total_actions,last_active_days_ago,crash_count,feedback_submitted,device_type,gender,education,age,mode,churned
U0965,7,5.81,4,7,131,17,0,1,Android,female,NEET,21,1,1
U0966,8,6.84,2,7,87,14,0,0,iOS,male,JEE,19,0,1
U0967,9,4.27,5,5,322,28,1,1,Android,female,college,18,1,1
U0968,14,8.56,7,8,336,28,0,1,Android,female,college,9,1,1
U0969,9,8.08,8,9,97,0,0,1,Android,male,school,26,0,0
U0970,5,7.17,0,6,122,24,0,0,Android,male,JEE,8,1,1
U0971,10,5.74,5,6,109,25,1,0,Android,female,college,15,0,1
U0972,11,7.16,4,8,435,2,1,0,Android,female,school,23,1,1
U0973,12,4.59,6,5,435,24,0,1,Android,female,JEE,25,1,1
U0974,17,7.71,4,11,312,14,0,1,Android,male,school,26,1,1
U0975,8,9.3,7,7,381,3,0,0,Android,female,school,15,1,0
U0976,13,8.14,2,7,437,14,1,1,Android,female,JEE,14,1,1
U0977,3,4.54,3,7,434,9,1,0,iOS,male,NEET,18,1,0
U0978,17,6.72,3,8,396,5,1,0,Android,female,NEET,19,1,1
U0979,9,3.41,5,5,248,12,0,0,Android,male,school,21,0,1
U0980,7,7.14,6,7,355,6,0,1,Android,male,JEE,19,1,1
U0981,9,6.9,9,8,120,25,0,1,iOS,female,JEE,5,0,1
U0982,13,2.26,6,7,99,29,1,1,iOS,female,school,15,1,1
U0983,7,3.68,7,6,394,21,0,1,Android,female,JEE,20,0,1
U0984,10,5.43,2,6,472,0,0,0,Android,female,NEET,20,1,1
U0985,7,5.4,2,6,148,21,0,1,iOS,female,school,22,1,1
U0986,11,3.58,8,8,494,10,1,0,Android,male,JEE,24,0,0
U0987,6,6.78,8,7,144,13,1,1,Android,male,school,29,1,1
U0988,12,6.5,8,5,21,5,2,1,iOS,male,NEET,24,1,1
U0989,11,5.61,7,4,253,4,0,0,iOS,male,college,15,0,0
U0990,12,4.49,6,5,431,18,1,0,Android,male,JEE,9,0,1
U0991,15,8.1,2,7,191,25,1,0,Android,female,school,7,1,1
U0992,9,9.31,7,9,204,18,0,1,Android,female,JEE,6,1,1
U0993,5,5.03,6,4,371,26,1,0,iOS,female,JEE,25,1,1
U0994,8,4.78,5,8,131,25,0,0,Android,male,NEET,26,1,1
U0995,8,6.98,6,6,62,12,1,1,Android,male,college,22,1,1
U0996,6,5.28,4,3,483,6,3,0,iOS,male,college,23,1,1
U0997,10,5.72,4,5,487,7,0,0,Android,male,JEE,20,1,1
U0998,10,7.48,4,6,425,13,1,0,Android,female,NEET,10,1,1
U0999,18,2.18,5,10,365,18,0,0,Android,female,school,19,1,1
U1000,12,8.64,4,7,182,18,1,1,Android,female,JEE,19,0,1
U1001,10,9.02,5,5,145,20,1,1,iOS,female,NEET,18,1,1
U1002,7,7.1,8,8,38,18,0,1,iOS,male,college,18,0,1
U1003,11,6.15,8,1,67,19,0,1,iOS,male,NEET,25,0,1
U1004,9,7.77,4,5,28,18,0,0,iOS,male,school,9,1,1
U1005,13,7.21,4,10,334,20,0,0,iOS,male,JEE,15,1,1
U1006,11,2.96,8,5,309,29,1,0,iOS,male,college,11,0,1
U1007,8,9.32,2,3,262,7,1,1,iOS,female,JEE,16,0,1
U1008,7,6.43,7,6,208,17,0,0,Android,female,NEET,16,0,1
U1009,12,6.07,3,10,115,20,1,0,Android,female,college,11,1,1
U1010,6,6.05,6,7,77,6,0,0,iOS,male,school,7,0,1
U1011,9,8.07,8,5,30,14,0,0,Android,male,JEE,24,1,1
U1012,9,4.16,7,9,308,1,1,0,iOS,male,school,15,1,1
U1013,13,8.16,6,19,373,2,0,0,iOS,male,school,27,0,1
U1014,10,7.58,8,8,65,19,0,0,iOS,female,school,20,0,1
U1015,10,5.59,6,6,118,26,1,0,iOS,female,school,27,1,1
U1016,17,4.2,5,12,312,4,0,0,Android,male,college,13,1,1
U1017,12,3.89,4,8,481,24,2,0,Android,female,JEE,21,1,1
U1018,11,5.07,2,8,22,12,1,0,iOS,female,school,29,1,1
U1019,5,4.35,3,7,389,13,0,0,iOS,male,school,17,1,1
U1020,13,8.49,8,6,49,27,0,0,Android,male,JEE,29,1,1
U1021,9,3.41,5,5,248,12,0,0,Android,male,college,17,0,1
U1022,11,10.18,4,4,360,10,0,0,Android,female,college,22,0,1
U1023,9,6.09,8,7,440,20,0,1,iOS,male,school,15,0,1
U1024,2,9.62,4,8,42,2,0,0,iOS,male,school,26,1,1
U1025,7,3.62,3,11,220,25,0,0,Android,female,JEE,19,1,1
U1026,5,6.82,8,3,420,16,0,0,iOS,female,school,30,1,1
U1027,5,8.15,3,9,199,6,0,0,iOS,female,school,5,1,1
U1028,14,6.88,7,6,32,20,1,0,Android,male,JEE,27,1,1
U1029,13,3.38,6,5,175,19,1,0,iOS,male,NEET,14,0,1
U1030,2,5.75,9,6,313,14,0,0,Android,male,NEET,23,1,1
U1031,6,6.04,5,12,210,5,0,1,iOS,female,school,26,1,1
U1032,11,2.79,2,6,463,29,0,0,iOS,female,college,24,1,1
U1033,7,7.11,5,6,262,16,0,0,iOS,female,NEET,17,1,1
U1034,9,8.49,6,9,315,15,0,1,Android,female,NEET,16,1,1
U1035,10,7.77,6,7,317,20,1,0,Android,female,school,19,0,1
U1036,7,4.68,3,7,60,18,0,0,Android,male,NEET,16,1,1
U1037,18,4.74,4,9,265,8,1,0,Android,male,college,21,1,1
U1038,7,5.75,8,6,59,28,1,0,iOS,male,JEE,19,0,1
U1039,10,4.82,5,7,305,0,1,0,iOS,female,school,23,1,1
U1040,6,8.08,4,6,361,11,1,0,Android,male,school,19,1,1
U1041,8,4.78,5,8,131,25,0,0,Android,female,college,28,0,1
U1042,11,6.29,5,9,239,12,0,1,iOS,male,college,25,1,1
U1043,13,7.2,8,5,401,20,0,0,iOS,male,NEET,16,1,1
U1044,9,7.9,0,11,432,0,0,0,Android,female,JEE,17,0,1
U1045,11,5.45,8,6,486,21,2,0,Android,male,college,11,1,1
U1046,7,7.03,8,9,459,20,0,0,Android,male,school,5,1,1
U1047,9,6.39,3,7,430,1,1,0,iOS,male,school,15,0,1
U1048,11,5.07,2,8,22,12,1,0,iOS,male,NEET,15,1,1
U1049,9,4.24,6,5,496,26,0,1,iOS,male,JEE,19,1,1
U1050,5,7.28,6,6,86,19,1,1,Android,female,school,20,0,1
U1051,8,9.32,2,3,262,7,1,1,iOS,male,college,24,0,1
U1052,15,5.23,4,10,478,21,0,0,Android,male,JEE,30,1,1
U1053,7,7.77,4,8,167,12,0,1,iOS,female,NEET,30,1,1
U1054,11,4.79,6,10,327,8,0,1,Android,male,school,20,1,1
U1055,5,4.18,12,6,333,11,0,0,Android,female,college,22,1,1
U1056,13,6.17,4,11,100,12,0,0,iOS,female,JEE,26,1,1
U1057,12,6.35,6,10,482,21,0,0,iOS,female,college,6,0,1
U1058,8,5.91,11,8,452,27,1,0,Android,male,college,28,1,1
U1059,6,6.78,8,7,144,13,1,1,Android,male,school,15,1,1
U1060,13,2.24,3,4,497,10,0,0,iOS,male,school,27,1,1
U1061,11,2.59,5,8,128,21,1,0,iOS,female,JEE,24,1,1
U1062,14,6.87,8,3,242,22,1,1,Android,male,college,28,1,1
U1063,13,6.03,2,7,290,20,1,0,iOS,male,JEE,24,0,1
U1064,5,6.56,4,10,434,16,0,1,iOS,male,school,17,1,1
U1065,17,5.92,4,5,186,0,3,0,Android,female,college,26,1,1
U1066,11,6.34,7,6,203,13,0,0,iOS,male,college,24,1,1
U1067,13,4.39,3,5,490,18,0,0,iOS,male,school,26,0,1
U1068,7,5.4,2,6,148,21,0,1,iOS,female,college,21,1,1
U1069,9,3.48,5,8,345,26,2,0,Android,female,school,20,0,1
U1070,8,6.52,6,4,290,14,0,0,iOS,female,school,28,1,1
U1071,11,4.7,6,13,341,26,2,0,iOS,female,NEET,15,1,1
U1072,14,5.88,5,8,422,12,2,1,Android,female,college,5,1,1
U1073,11,4.79,6,10,327,8,0,1,Android,female,NEET,17,0,1
U1074,11,6.88,7,3,489,22,1,0,iOS,female,school,8,1,1
U1075,7,7.79,6,12,203,7,0,1,iOS,male,JEE,19,1,1
U1076,11,9.13,6,12,174,16,1,1,iOS,female,JEE,24,1,1
U1077,9,3.5,5,7,163,22,0,0,iOS,female,school,28,0,1
U1078,9,6.9,9,8,120,25,0,1,iOS,female,JEE,20,1,1
U1079,7,6.25,5,7,386,25,0,0,Android,female,college,21,0,1
U1080,9,5.1,5,6,173,21,1,0,Android,male,college,8,0,1
U1081,6,8.81,5,6,352,28,1,1,Android,female,school,25,1,1
U1082,13,9.47,3,11,117,13,0,1,Android,female,NEET,25,1,1
U1083,10,5.44,7,3,222,28,1,0,Android,male,JEE,28,0,1
U1084,6,7.56,7,4,418,12,0,0,iOS,female,JEE,21,0,1
U1085,16,4.9,4,8,20,21,1,0,iOS,male,college,30,0,1
U1086,8,6.94,9,2,119,20,0,1,iOS,male,college,29,0,1
U1087,11,6.15,8,1,67,19,0,1,iOS,female,NEET,21,1,1
U1088,7,5.73,4,8,204,22,0,0,iOS,male,NEET,23,0,1
U1089,11,8.66,5,6,350,12,2,0,Android,male,college,28,0,1
U1090,8,4.58,4,6,310,6,0,0,Android,female,JEE,20,1,1
U1091,6,7.65,9,7,355,9,1,0,Android,male,college,28,1,1
U1092,8,0.5,5,6,235,1,0,1,iOS,female,college,11,1,1
U1093,7,5.01,2,9,390,10,0,0,iOS,female,college,9,0,1
U1094,10,8.39,4,6,390,17,0,1,Android,female,school,22,1,1
U1095,15,6.45,3,3,424,2,0,0,Android,male,JEE,20,1,1
U1096,6,5.5,2,5,174,13,0,1,Android,female,school,16,1,1
U1097,13,5.57,5,6,389,16,1,0,iOS,female,NEET,15,1,1
U1098,12,7.18,3,1,166,21,0,1,Android,female,JEE,15,0,1
U1099,9,4.14,3,5,294,9,3,0,Android,female,JEE,18,0,1
U1100,10,5.74,5,6,109,25,1,0,Android,female,JEE,25,1,1
U1101,8,8.42,3,6,34,24,1,0,Android,male,college,18,0,1
U1102,13,1.51,0,5,266,12,0,1,Android,female,school,28,1,1
U1103,18,7.12,6,6,10,13,0,0,Android,female,JEE,24,1,1
U1104,16,2.78,4,9,274,27,1,0,Android,female,college,15,1,1
U1105,11,7.68,2,4,457,23,0,0,Android,male,NEET,17,1,1
U1106,6,6.49,5,6,147,18,1,0,iOS,female,JEE,9,1,1
U1107,11,5.62,2,5,171,16,1,0,iOS,male,JEE,24,1,1
U1108,11,5.02,4,8,447,16,0,0,iOS,male,college,25,1,1
U1109,11,10.18,4,4,360,10,0,0,Android,female,school,13,1,1
U1110,8,8.39,2,8,480,17,0,1,Android,male,school,23,1,1
U1111,8,5.62,5,4,44,18,1,0,iOS,female,NEET,14,0,1
U1112,14,6.74,6,9,205,29,0,1,Android,female,NEET,27,1,1
U1113,8,6.98,2,4,129,19,1,0,Android,male,JEE,24,1,1
U1114,11,6.84,2,9,269,29,2,0,Android,female,JEE,30,0,1
U1115,6,9.51,8,1,102,7,0,1,iOS,female,NEET,6,0,1
U1116,9,5.38,8,5,188,24,1,0,Android,male,school,16,1,1
U1117,12,3.72,4,10,271,17,0,0,iOS,male,NEET,17,1,1
U1118,10,7.09,6,9,211,13,1,0,iOS,female,school,28,0,1
U1119,10,4.43,5,2,72,17,0,0,iOS,female,college,23,0,1
U1120,8,4.47,3,5,19,24,0,0,Android,male,JEE,25,1,1
U1121,11,7.7,3,9,177,18,0,0,iOS,female,school,15,1,1
U1122,13,2.26,6,7,99,29,1,1,iOS,male,college,29,1,1
U1123,11,7.71,6,11,21,27,1,0,Android,male,school,21,0,1
U1124,11,3.7,6,9,76,15,2,0,Android,male,NEET,18,1,1
U1125,16,2.78,4,9,274,27,1,0,Android,female,NEET,9,0,1
U1126,8,7.12,4,10,247,18,0,0,iOS,female,school,12,0,1
U1127,5,7.96,9,8,234,14,0,0,iOS,male,JEE,20,1,1
U1128,6,5.69,9,9,236,12,0,0,iOS,male,school,24,0,1
U1129,15,8.1,2,7,191,25,1,0,Android,female,JEE,21,1,1
U1130,8,3.97,5,6,116,10,1,0,iOS,male,NEET,23,1,1
U1131,6,1.58,7,4,123,5,1,1,iOS,female,NEET,11,1,1
U1132,8,5.85,5,12,421,18,0,0,Android,male,JEE,22,1,1
U1133,6,6.39,5,8,16,27,1,0,iOS,male,school,24,1,1
U1134,5,8.95,5,7,269,0,1,1,Android,male,JEE,24,1,1
U1135,13,5.42,4,6,482,22,1,0,Android,male,college,26,0,1
U1136,10,9.23,7,6,96,11,0,1,Android,male,JEE,14,0,1
U1137,5,3.74,3,4,20,12,0,1,Android,female,college,20,1,1
U1138,11,3.26,3,9,343,10,0,1,Android,male,JEE,19,0,1
U1139,13,7.83,7,1,463,17,1,0,iOS,female,college,27,0,1
U1140,5,9.51,7,7,79,24,1,0,Android,male,NEET,14,0,1
U1141,5,1.74,6,4,462,17,1,1,Android,female,JEE,24,1,1
U1142,11,8.66,5,6,350,12,2,0,Android,female,JEE,26,1,1
U1143,8,5.54,3,10,75,11,1,0,iOS,male,JEE,22,1,1
U1144,17,6.72,3,8,396,5,1,0,Android,female,college,26,0,1
U1145,8,7.18,4,7,94,17,1,0,Android,female,JEE,20,1,1
U1146,12,4.7,5,5,130,23,0,1,iOS,male,college,16,1,1
U1147,8,5.85,5,12,421,18,0,0,Android,male,college,25,1,1
U1148,17,7.71,4,11,312,14,0,1,Android,male,college,7,0,1
U1149,12,7.41,3,12,321,6,0,0,Android,male,college,11,1,1
U1150,14,5.99,5,6,463,3,0,1,iOS,male,college,27,1,1
U1151,8,4.07,8,4,358,21,2,0,Android,male,school,25,1,1
U1152,6,6.49,5,6,147,18,1,0,iOS,male,JEE,16,1,1
U1153,11,6.79,5,4,258,22,0,0,iOS,female,NEET,24,1,1
U1154,12,7.24,8,6,159,14,2,1,Android,male,JEE,8,1,1
U1155,11,2.18,8,13,388,14,0,0,iOS,female,NEET,18,1,1
U1156,11,3.66,2,4,396,6,1,0,Android,female,NEET,23,1,1
U1157,4,9.41,5,5,22,25,0,0,iOS,male,school,22,0,1
U1158,13,8.34,4,5,276,16,1,0,iOS,female,NEET,5,1,1
U1159,12,5.27,7,4,66,17,1,1,Android,female,school,29,0,1
U1160,13,6.21,9,6,498,12,1,0,Android,male,NEET,21,0,1
U1161,8,6.63,7,11,35,23,0,0,Android,male,college,24,0,1
U1162,9,4.24,6,5,496,26,0,1,iOS,female,school,7,1,1
U1163,6,6.39,5,8,16,27,1,0,iOS,male,school,17,0,1
U1164,11,3.7,6,9,76,15,2,0,Android,male,JEE,22,1,1
U1165,6,5.5,2,5,174,13,0,1,Android,female,JEE,28,1,1
U1166,14,6.93,5,11,322,16,1,1,iOS,female,JEE,26,1,1
U1167,4,5.29,7,12,90,13,0,0,Android,male,college,6,0,1
U1168,9,2.43,4,3,59,2,0,0,Android,female,college,26,1,1
U1169,7,5.53,5,8,293,15,0,0,iOS,male,school,26,1,1
U1170,2,5.88,3,7,293,29,0,0,iOS,female,NEET,18,1,1
U1171,10,3.8,8,12,127,11,0,1,iOS,female,JEE,18,0,1
U1172,15,4.83,2,7,335,20,1,1,iOS,female,NEET,11,1,1
U1173,12,2.94,6,4,481,16,1,1,Android,male,JEE,23,0,1
U1174,9,8.02,4,10,340,15,0,1,iOS,male,college,24,1,1
U1175,5,4.82,5,11,361,15,2,0,Android,female,school,21,1,1
U1176,7,5.75,8,6,59,28,1,0,iOS,female,college,26,1,1
U1177,13,7.69,2,3,30,18,0,0,Android,female,school,20,1,1
U1178,5,8.95,5,7,269,0,1,1,Android,male,NEET,15,1,1
U1179,12,5.07,3,11,109,0,0,0,iOS,male,JEE,13,1,1
U1180,8,7.12,4,10,247,18,0,0,iOS,male,school,21,1,1
U1181,6,5.91,6,12,78,18,0,1,Android,female,NEET,21,1,1
U1182,10,5.44,7,3,222,28,1,0,Android,female,school,24,1,1
U1183,14,6.87,8,3,242,22,1,1,Android,female,NEET,16,1,1
U1184,9,4.16,7,9,308,1,1,0,iOS,female,JEE,21,0,1
U1185,10,7.91,6,14,266,28,1,0,iOS,female,college,8,0,1
U1186,9,4.48,7,7,488,16,2,0,iOS,female,NEET,17,0,1
U1187,12,4.26,5,4,125,4,1,0,iOS,male,college,21,1,1
U1188,10,1.8,8,10,300,21,1,0,iOS,female,school,30,0,1
U1189,11,3.7,6,9,76,15,2,0,Android,male,JEE,16,0,1
U1190,11,6.29,5,9,239,12,0,1,iOS,male,college,9,0,1
U1191,13,5.46,4,6,72,20,1,0,iOS,female,JEE,30,1,1
U1192,5,4.73,4,5,107,13,0,1,iOS,female,JEE,21,1,1
U1193,5,5.91,3,6,155,13,0,1,Android,female,college,23,1,1
U1194,10,8.91,4,3,93,29,0,1,Android,female,JEE,12,1,1
U1195,11,7.49,5,10,281,20,1,1,iOS,male,JEE,19,0,1
U1196,12,7.52,5,14,30,23,1,0,iOS,male,college,25,0,1
U1197,9,9.26,2,4,22,5,0,1,Android,female,college,22,1,1
U1198,8,5.53,8,7,395,29,0,1,Android,male,NEET,17,1,1
U1199,9,7.3,3,6,141,14,2,0,Android,male,NEET,26,1,1
U1200,18,6.07,4,7,26,18,1,1,Android,female,JEE,16,1,1
U1201,7,5.73,4,8,204,22,0,0,iOS,female,college,24,0,1
U1202,6,6.38,3,7,142,14,0,0,iOS,male,NEET,16,1,1
U1203,12,3.7,4,5,54,13,1,0,Android,female,NEET,17,1,1
U1204,17,5.54,7,6,394,14,3,0,Android,female,school,17,1,1
U1205,8,6.53,8,10,398,22,1,0,iOS,female,JEE,26,1,1
U1206,13,5.46,4,6,72,20,1,0,iOS,female,college,16,1,1
U1207,12,4.16,5,6,103,13,2,0,Android,female,college,5,1,1
U1208,5,3.74,3,4,20,12,0,1,Android,male,JEE,19,1,1
U1209,12,3.89,4,8,481,24,2,0,Android,male,JEE,24,1,1
U1210,6,4.4,3,9,325,24,0,1,iOS,male,college,26,1,1
U1211,5,3.26,7,7,467,6,1,0,iOS,male,JEE,26,1,1
U1212,13,0.5,5,9,287,16,1,0,iOS,male,school,17,0,1
U1213,14,6.74,6,9,205,29,0,1,Android,female,college,28,0,1
U1214,16,3.75,4,3,445,23,0,0,Android,male,school,27,0,1
U1215,12,7.11,8,6,492,29,2,1,iOS,male,NEET,20,1,1
U1216,7,3.86,3,7,289,19,0,0,iOS,female,NEET,22,0,1
U1217,11,3.7,3,9,473,28,0,1,Android,male,JEE,17,1,1
U1218,17,2.87,3,4,167,0,1,0,iOS,female,college,30,1,1
U1219,12,5.27,7,4,66,17,1,1,Android,female,school,19,1,1
U1220,14,6.48,5,10,449,22,1,0,iOS,female,JEE,17,1,1
U1221,10,7.79,5,3,362,4,1,0,Android,male,college,27,1,1
U1222,7,3.62,3,11,220,25,0,0,Android,male,college,15,1,1
U1223,14,4.75,6,8,455,7,0,0,iOS,male,NEET,24,0,1
U1224,7,3.86,3,7,289,19,0,0,iOS,male,JEE,15,1,1
U1225,5,1.74,6,4,462,17,1,1,Android,male,NEET,23,1,1
U1226,11,3.74,4,5,285,23,0,0,iOS,male,college,19,1,1
U1227,11,4.7,6,13,341,26,2,0,iOS,female,college,19,1,1
U1228,15,4.83,2,7,335,20,1,1,iOS,male,NEET,11,0,1
U1229,7,3.86,3,7,289,19,0,0,iOS,male,college,8,1,1
U1230,11,6.88,7,3,489,22,1,0,iOS,female,college,19,1,1
U1231,8,4.79,2,6,439,25,0,1,Android,male,NEET,23,1,1
U1232,15,3.1,5,9,416,13,1,1,Android,male,college,7,1,1
U1233,11,9.13,6,12,174,16,1,1,iOS,female,JEE,19,1,1
U1234,8,5.81,4,9,182,17,1,0,Android,female,JEE,29,1,1
U1235,13,5.46,4,6,72,20,1,0,iOS,male,college,23,0,1
U1236,5,4.73,4,5,107,13,0,1,iOS,female,school,19,0,1
U1237,11,5.11,5,10,32,14,0,0,iOS,male,JEE,9,1,1
U1238,5,5.09,6,3,211,29,3,0,iOS,female,NEET,14,1,1
U1239,6,4.04,4,7,410,10,0,0,iOS,male,NEET,29,1,1
U1240,12,7.18,3,1,166,21,0,1,Android,female,JEE,24,1,1
U1241,5,3.74,3,4,20,12,0,1,Android,male,JEE,17,1,1
U1242,13,9.47,3,11,117,13,0,1,Android,male,NEET,22,1,1
U1243,5,3.26,7,7,467,6,1,0,iOS,female,college,13,1,1
U1244,18,6.07,4,7,26,18,1,1,Android,female,JEE,28,1,1
U1245,2,4.3,8,12,44,25,1,1,Android,male,NEET,30,0,1
U1246,15,8.25,5,9,195,5,1,1,iOS,male,NEET,15,1,1
U1247,11,3.98,2,13,75,12,0,0,Android,female,college,16,0,1
U1248,13,7,3,11,211,27,1,0,Android,female,college,18,1,1
U1249,10,8.12,2,5,161,19,0,0,Android,female,school,14,1,1
U1250,10,3.83,4,4,334,17,0,0,Android,female,JEE,22,1,1
U1251,9,6.82,6,3,245,28,0,0,iOS,male,JEE,21,1,1
U1252,17,7.71,4,11,312,14,0,1,Android,male,school,30,1,1
U1253,7,5.97,4,7,189,17,0,0,iOS,female,school,8,1,1
U1254,11,6.61,8,3,383,28,0,0,iOS,female,JEE,23,1,1
U1255,6,4.95,5,1,163,20,0,0,Android,male,JEE,30,1,1
U1256,7,4.93,6,7,372,19,0,1,Android,female,NEET,20,0,1
U1257,18,4.74,4,9,265,8,1,0,Android,female,JEE,25,0,1
U1258,6,5.63,4,8,329,27,1,0,iOS,female,school,28,1,1
U1259,10,4,5,5,288,6,0,1,Android,female,college,30,0,1
U1260,7,5,5,5,454,19,1,0,Android,male,NEET,13,0,1
U1261,6,5.69,9,9,236,12,0,0,iOS,male,school,26,1,1
U1262,15,7.36,6,7,175,3,1,1,Android,male,college,12,0,1
U1263,10,3.27,4,8,198,28,0,0,Android,male,NEET,23,1,1
U1264,7,10.11,5,5,28,28,1,1,Android,male,school,21,1,1
U1265,7,8.18,4,3,54,13,0,0,Android,male,NEET,28,1,1
U1266,8,7.07,3,5,452,17,1,1,iOS,female,college,8,0,1
U1267,7,7.14,6,7,355,6,0,1,Android,male,college,23,1,1
U1268,11,8.27,6,6,435,27,1,0,Android,female,school,14,0,1
U1269,10,5.74,5,6,109,25,1,0,Android,female,school,11,0,1
U1270,11,5.11,5,10,32,14,0,0,iOS,male,school,25,1,1
U1271,13,2.24,3,4,497,10,0,0,iOS,female,college,24,0,1
U1272,18,4.74,4,9,265,8,1,0,Android,male,NEET,24,1,1
U1273,12,12.22,5,5,395,25,0,0,iOS,female,NEET,17,1,1
U1274,11,7.21,10,7,460,20,1,0,Android,female,school,20,0,1
U1275,9,1.02,4,3,72,7,2,0,Android,female,NEET,25,1,1
U1276,15,9.11,2,7,283,18,0,0,Android,female,college,25,0,1
U1277,10,7.91,6,14,266,28,1,0,iOS,male,JEE,17,1,1
U1278,11,5.36,4,3,116,14,2,0,iOS,male,college,21,1,1
U1279,13,5.57,5,6,389,16,1,0,iOS,male,NEET,26,1,1
U1280,21,7.75,4,8,271,27,0,1,iOS,male,JEE,21,1,1
U1281,12,4.49,6,5,431,18,1,0,Android,female,JEE,17,1,1
U1282,10,1.8,8,10,300,21,1,0,iOS,female,NEET,25,1,1
U1283,11,7.78,7,7,390,13,0,0,iOS,female,college,19,1,1
U1284,8,5.56,4,4,88,29,0,0,iOS,male,school,13,1,1
U1285,12,3.49,4,10,460,16,0,0,Android,female,NEET,25,1,1
U1286,13,8.78,9,4,405,29,2,0,Android,female,school,26,0,1
U1287,7,5.87,7,8,31,11,0,1,iOS,male,college,9,0,1
U1288,10,5.74,5,6,109,25,1,0,Android,male,JEE,22,1,1
U1289,10,4,5,5,288,6,0,1,Android,female,school,25,0,1
U1290,13,2.24,3,4,497,10,0,0,iOS,female,college,15,0,1
U1291,19,5.17,4,10,337,29,1,0,Android,female,JEE,20,0,1
U1292,9,6.59,5,7,160,16,0,0,iOS,female,JEE,21,1,1
U1293,11,6.88,7,3,489,22,1,0,iOS,male,college,22,1,1
U1294,8,7.94,5,7,340,17,0,0,Android,female,JEE,24,1,1
U1295,12,9.5,4,7,276,13,1,0,Android,female,school,24,1,1
U1296,4,5.63,4,6,263,13,0,1,iOS,female,JEE,24,0,1
U1297,12,7.51,5,5,385,19,1,1,Android,male,college,13,1,1
U1298,8,6.93,1,5,207,19,1,1,iOS,female,school,22,1,1
U1299,10,3.8,8,12,127,11,0,1,iOS,male,school,22,0,1
U1300,10,9.1,3,7,85,27,1,0,iOS,male,college,5,1,1
U1301,16,3.75,4,3,445,23,0,0,Android,female,school,13,1,1
U1302,10,9.23,7,6,96,11,0,1,Android,male,JEE,19,1,1
U1303,15,7.86,4,7,433,8,0,0,iOS,female,NEET,5,1,1
U1304,13,6.69,3,12,470,26,1,0,iOS,male,college,7,1,1
U1305,11,5.07,2,8,22,12,1,0,iOS,female,college,12,1,1
U1306,13,5.04,5,6,485,20,1,0,Android,male,NEET,24,0,1
U1307,9,9.59,6,9,272,28,1,0,Android,male,college,21,0,1
U1308,10,2.8,5,10,171,12,0,1,Android,male,NEET,27,1,1
U1309,9,5.03,5,14,154,15,2,0,iOS,male,NEET,21,0,1
U1310,10,7.82,5,7,360,14,0,0,iOS,female,college,28,1,1
U1311,12,7.52,5,14,30,23,1,0,iOS,female,NEET,24,0,1
U1312,13,8.36,5,11,406,20,0,0,Android,male,college,9,1,1
U1313,11,3.74,4,5,285,23,0,0,iOS,male,JEE,16,1,1
U1314,6,5.26,7,5,478,24,1,1,iOS,male,JEE,15,0,1
U1315,12,4.18,6,4,187,16,0,0,iOS,female,JEE,14,1,1
U1316,10,3.1,5,6,371,27,0,0,Android,male,NEET,19,1,1
U1317,12,9.5,4,7,276,13,1,0,Android,male,school,22,0,1
U1318,12,8.68,3,11,225,22,1,1,iOS,female,school,7,0,1
U1319,16,8.47,5,9,418,27,0,0,iOS,female,NEET,20,1,1
U1320,10,7.79,5,3,362,4,1,0,Android,male,college,17,0,1
U1321,10,1.8,8,10,300,21,1,0,iOS,female,college,6,0,1
U1322,10,9.23,7,6,96,11,0,1,Android,male,NEET,21,0,1
U1323,14,6.46,3,7,493,17,1,0,iOS,female,college,9,0,1
U1324,13,5.57,5,6,389,16,1,0,iOS,male,JEE,14,1,1
U1325,9,8.31,3,6,329,17,0,0,Android,male,school,25,0,1
U1326,13,6.92,2,7,242,17,3,0,iOS,female,JEE,21,1,1
U1327,15,6.45,3,3,424,2,0,0,Android,male,JEE,25,1,1
U1328,11,4.08,6,7,336,17,0,1,iOS,female,school,21,0,1
U1329,14,6.88,7,6,32,20,1,0,Android,male,JEE,16,1,1
U1330,8,7.67,7,11,171,13,0,0,Android,male,NEET,24,1,1
U1331,12,7.41,3,12,321,6,0,0,Android,male,school,29,0,1
U1332,5,8.15,3,9,199,6,0,0,iOS,female,JEE,10,1,1
U1333,10,5.1,4,5,48,10,0,0,iOS,female,college,23,1,1
U1334,12,3.72,4,10,271,17,0,0,iOS,female,college,28,1,1
U1335,5,7.96,9,8,234,14,0,0,iOS,female,school,16,0,1
U1336,8,2.96,7,1,462,17,1,1,iOS,male,college,10,0,1
U1337,9,6.82,6,3,245,28,0,0,iOS,female,school,9,0,1
U1338,10,7.91,6,14,266,28,1,0,iOS,female,school,22,0,1
U1339,8,3.97,5,6,116,10,1,0,iOS,male,NEET,16,1,1
U1340,4,6.14,6,8,485,19,0,1,iOS,female,school,22,1,1
U1341,13,3.38,6,5,175,19,1,0,iOS,male,NEET,18,1,1
U1342,4,7,4,6,493,25,0,0,Android,male,college,30,1,1
U1343,11,8.47,5,8,285,14,2,1,iOS,female,JEE,24,1,1
U1344,6,6.04,5,12,210,5,0,1,iOS,female,JEE,19,0,1
U1345,11,6.28,8,9,26,27,0,1,Android,male,JEE,19,0,1
U1346,7,2.18,7,1,228,13,0,1,Android,male,college,17,1,1
